rh,wind_spd,timestamp_utc,slp,vis,pod,solar_rad,pres,h_angle,dewpt,snow,uv,elev_angle,wind_dir,ghi,dhi,timestamp_local,dni,azimuth,datetime,temp,precip,clouds,ts,weather.icon,weather.code,weather.description,lat,lon,city_name,station_id,timezone
92.0,5.0,2019-02-13T00:00:00,1034.4,1.5,n,0.0,1028.3,,3.0,0,0.0,-51.51,210,0.0,0.0,2019-02-13T01:00:00,0.0,3.62,2019-02-13 00:00:00,4.5,0,97,1550016000,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
91.0,5.0,2019-02-13T01:00:00,1034.5,1.5,n,0.0,1028.4,,2.9,0,0.0,-49.11,230,0.0,0.0,2019-02-13T02:00:00,0.0,26.23,2019-02-13 01:00:00,4.6,0,76,1550019600,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
90.0,4.0,2019-02-13T02:00:00,1034.5,0.5,n,0.0,1028.4,,2.9,0,0.0,-43.66,220,0.0,0.0,2019-02-13T03:00:00,0.0,45.91,2019-02-13 02:00:00,4.4,0,62,1550023200,c03n,803,Broken clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
90.0,5.0,2019-02-13T03:00:00,1034.3,5.0,n,0.0,1028.2,,3.0,0,0.0,-36.18,220,0.0,0.0,2019-02-13T04:00:00,0.0,62.29,2019-02-13 03:00:00,4.3,0,94,1550026800,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T04:00:00,1034.2,5.0,n,0.0,1028.1,,3.0,0,0.0,-27.55,220,0.0,0.0,2019-02-13T05:00:00,0.0,76.17,2019-02-13 04:00:00,4.1,0,89,1550030400,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
89.0,4.0,2019-02-13T05:00:00,1034.2,0.5,n,0.0,1028.1,,3.0,0,0.0,-18.42,230,0.0,0.0,2019-02-13T06:00:00,0.0,88.53,2019-02-13 05:00:00,4.3,0,65,1550034000,c03n,803,Broken clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
90.0,3.0,2019-02-13T06:00:00,1034.7,5.0,n,0.0,1028.6,,3.0,0,0.0,-9.23,220,0.0,0.0,2019-02-13T07:00:00,0.0,100.21,2019-02-13 06:00:00,4.3,0,85,1550037600,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
91.0,3.0,2019-02-13T07:00:00,1035.0,1.5,n,0.0351751,1028.9,,3.0,0,0.0,-0.37,210,0.07,1.49,2019-02-13T08:00:00,0.14,111.84,2019-02-13 07:00:00,4.2,0,84,1550041200,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
89.0,2.85683,2019-02-13T08:00:00,1034.0,5.0,d,44.7658,1027.4,-72.0,3.0,0,0.9,7.78,220,94.14,46.79,2019-02-13T09:00:00,417.14,123.97,2019-02-13 08:00:00,4.0,0,88,1550044800,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
86.0,4.0,2019-02-13T09:00:00,1035.6,5.0,d,110.222,1029.5,,3.0,0,1.2,14.8,200,214.04,67.74,2019-02-13T10:00:00,602.91,137.01,2019-02-13 09:00:00,4.4,0,86,1550048400,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
82.0,5.0,2019-02-13T10:00:00,1035.6,5.0,d,188.853,1029.5,,2.9,0,1.6,20.22,220,312.5,79.8,2019-02-13T11:00:00,693.6,151.22,2019-02-13 10:00:00,4.7,0,81,1550052000,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
80.0,5.0,2019-02-13T11:00:00,1035.9,5.0,d,129.788,1029.8,,2.9,0,1.3,23.56,220,373.82,86.1,2019-02-13T12:00:00,736.79,166.53,2019-02-13 11:00:00,5.2,0,96,1550055600,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
78.0,5.0,2019-02-13T12:00:00,1035.7,5.0,d,169.827,1029.6,,2.9,0,1.5,24.46,220,390.28,87.68,2019-02-13T13:00:00,747.17,182.48,2019-02-13 12:00:00,5.5,0,92,1550059200,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
77.0,4.0,2019-02-13T13:00:00,1035.5,5.0,d,89.9925,1029.4,,2.9,0,1.2,22.81,220,359.97,84.74,2019-02-13T14:00:00,727.69,198.31,2019-02-13 13:00:00,5.6,0,100,1550062800,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
79.0,3.0,2019-02-13T14:00:00,1035.0,5.0,d,71.6225,1028.9,,3.0,0,1.0,18.8,200,286.49,76.89,2019-02-13T15:00:00,672.66,213.33,2019-02-13 14:00:00,6.1,0,100,1550066400,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
79.0,3.0,2019-02-13T15:00:00,1034.9,5.0,d,44.88,1028.8,,3.7,0,0.8,12.86,180,179.52,62.68,2019-02-13T16:00:00,561.46,227.18,2019-02-13 15:00:00,6.6,0,100,1550070000,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
81.0,3.0,2019-02-13T16:00:00,1035.2,5.0,d,11.1682,1029.1,,4.0,0,0.7,5.46,200,58.78,37.56,2019-02-13T17:00:00,323.29,239.93,2019-02-13 16:00:00,6.3,0,100,1550073600,c04d,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
85.0,1.0,2019-02-13T17:00:00,1035.3,5.0,n,0.0,1029.2,,3.7,0,0.0,-2.94,170,0.0,0.0,2019-02-13T18:00:00,0.0,251.88,2019-02-13 17:00:00,4.4,0,100,1550077200,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T18:00:00,1035.4,5.0,n,0.0,1029.3,,2.9,0,0.0,-11.92,170,0.0,0.0,2019-02-13T19:00:00,0.0,263.49,2019-02-13 18:00:00,4.2,0,100,1550080800,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T19:00:00,1035.3,5.0,n,0.0,1029.2,,3.0,0,0.0,-21.12,190,0.0,0.0,2019-02-13T20:00:00,0.0,275.32,2019-02-13 19:00:00,5.1,0,100,1550084400,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
86.0,4.0,2019-02-13T20:00:00,1035.1,5.0,n,0.0,1029.0,,2.9,0,0.0,-30.12,190,0.0,0.0,2019-02-13T21:00:00,0.0,288.08,2019-02-13 20:00:00,4.9,0,100,1550088000,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T21:00:00,1035.1,5.0,n,0.0,1029.0,,1.7,0,0.0,-38.43,180,0.0,0.0,2019-02-13T22:00:00,0.0,302.64,2019-02-13 21:00:00,4.1,0,100,1550091600,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
85.0,3.0,2019-02-13T22:00:00,1035.0,5.0,n,0.0,1028.9,,1.9,0,0.0,-45.35,180,0.0,0.0,2019-02-13T23:00:00,0.0,319.97,2019-02-13 22:00:00,3.7,0,100,1550095200,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
84.0,3.0,2019-02-13T23:00:00,1035.0,5.0,n,0.0,1028.9,,0.8,0,0.0,-49.92,200,0.0,0.0,2019-02-14T00:00:00,0.0,340.63,2019-02-13 23:00:00,3.8,0,100,1550098800,c04n,804,Overcast clouds,51.87622233333333,5.7971985,Slijk-Ewijk,062750-99999,Europe/Amsterdam
91.0,4.0,2019-02-13T00:00:00,1035.4,0.5,n,0.0,1032.6,,1.0,0,0.0,-51.92,230,0.0,0.0,2019-02-13T01:00:00,0.0,3.4,2019-02-13 00:00:00,2.6,0,68,1550016000,c03n,803,Broken clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T01:00:00,1035.3,5.0,n,0.0,1032.5,,2.0,0,0.0,-49.52,220,0.0,0.0,2019-02-13T02:00:00,0.0,26.21,2019-02-13 01:00:00,2.9,0,79,1550019600,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T02:00:00,1035.4,0.5,n,0.0,1032.6,,0.8,0,0.0,-44.01,220,0.0,0.0,2019-02-13T03:00:00,0.0,46.0,2019-02-13 02:00:00,2.4,0,58,1550023200,c03n,803,Broken clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,4.0,2019-02-13T03:00:00,1035.2,0.5,n,0.0,1032.4,,0.8,0,0.0,-36.45,220,0.0,0.0,2019-02-13T04:00:00,0.0,62.39,2019-02-13 03:00:00,1.8,0,57,1550026800,c03n,803,Broken clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
90.0,4.0,2019-02-13T04:00:00,1035.1,0.5,n,0.0,1032.3,,0.0,0,0.0,-27.75,210,0.0,0.0,2019-02-13T05:00:00,0.0,76.23,2019-02-13 04:00:00,1.2,0,47,1550030400,c03n,803,Broken clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
91.0,4.0,2019-02-13T05:00:00,1034.9,1.0,n,0.0,1032.1,,0.0,0,0.0,-18.53,210,0.0,0.0,2019-02-13T06:00:00,0.0,88.54,2019-02-13 05:00:00,1.6,0,35,1550034000,c02n,802,Scattered clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
91.0,3.0,2019-02-13T06:00:00,1035.3,1.0,n,0.0,1032.5,,1.0,0,0.0,-9.26,230,0.0,0.0,2019-02-13T07:00:00,0.0,100.15,2019-02-13 06:00:00,2.7,0,39,1550037600,c02n,802,Scattered clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
92.0,4.0,2019-02-13T07:00:00,1035.5,1.5,n,0.014,1032.7,,2.0,0,0.0,-0.31,210,0.14,2.03,2019-02-13T08:00:00,0.42,111.71,2019-02-13 07:00:00,3.2,0,100,1550041200,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,3.67151,2019-02-13T08:00:00,1035.0,5.0,d,18.3065,1032.3,-72.0,2.0,0,0.7,7.92,200,96.35,47.31,2019-02-13T09:00:00,421.78,123.79,2019-02-13 08:00:00,3.0,0,100,1550044800,c04d,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T09:00:00,1036.3,5.0,d,103.674,1033.5,,0.8,0,1.2,15.03,210,218.02,68.33,2019-02-13T10:00:00,607.01,136.79,2019-02-13 09:00:00,2.7,0,88,1550048400,c04d,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
80.0,3.0,2019-02-13T10:00:00,1036.2,5.0,d,163.581,1033.4,,0.8,0,1.4,20.53,210,318.02,80.45,2019-02-13T11:00:00,697.54,150.99,2019-02-13 10:00:00,3.7,0,88,1550052000,c04d,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
77.0,4.0,2019-02-13T11:00:00,1036.4,5.0,d,104.715,1033.6,,1.7,0,1.3,23.93,210,380.51,86.8,2019-02-13T12:00:00,740.79,166.32,2019-02-13 11:00:00,5.9,0,99,1550055600,c04d,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
74.0,3.0,2019-02-13T12:00:00,1036.3,0.5,d,369.416,1033.5,,3.0,0,2.7,24.87,230,397.67,88.42,2019-02-13T13:00:00,751.41,182.31,2019-02-13 12:00:00,6.2,0,50,1550059200,c03d,803,Broken clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
72.0,2.0,2019-02-13T13:00:00,1035.7,0.5,d,300.409,1032.9,,3.0,0,2.1,23.22,210,367.52,85.54,2019-02-13T14:00:00,732.42,198.19,2019-02-13 13:00:00,6.7,0,66,1550062800,c03d,803,Broken clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
72.0,3.0,2019-02-13T14:00:00,1035.3,5.0,d,73.4025,1032.6,,3.7,0,1.1,19.19,220,293.61,77.75,2019-02-13T15:00:00,678.3,213.24,2019-02-13 14:00:00,8.5,0,100,1550066400,c04d,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
72.0,3.0,2019-02-13T15:00:00,1035.5,5.0,d,46.4,1032.8,,3.7,0,0.9,13.21,200,185.6,63.65,2019-02-13T16:00:00,568.98,227.11,2019-02-13 15:00:00,8.4,0,100,1550070000,c04d,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
77.0,3.0,2019-02-13T16:00:00,1035.4,5.0,d,15.7425,1032.6,,3.7,0,0.7,5.75,190,62.97,38.82,2019-02-13T17:00:00,336.04,239.83,2019-02-13 16:00:00,7.2,0,100,1550073600,c04d,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
81.0,3.0,2019-02-13T17:00:00,1035.7,5.0,n,0.0,1032.9,,2.9,0,0.0,-2.72,190,0.0,0.0,2019-02-13T18:00:00,0.0,251.73,2019-02-13 17:00:00,5.0,0,100,1550077200,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
84.0,2.0,2019-02-13T18:00:00,1035.8,5.0,n,0.0,1033.0,,1.7,0,0.0,-11.78,180,0.0,0.0,2019-02-13T19:00:00,0.0,263.27,2019-02-13 18:00:00,4.7,0,100,1550080800,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,3.0,2019-02-13T19:00:00,1035.7,5.0,n,0.0,1032.9,,1.7,0,0.0,-21.05,180,0.0,0.0,2019-02-13T20:00:00,0.0,275.03,2019-02-13 19:00:00,4.8,0,100,1550084400,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T20:00:00,1035.5,5.0,n,0.0,1032.7,,0.8,0,0.0,-30.15,170,0.0,0.0,2019-02-13T21:00:00,0.0,287.71,2019-02-13 20:00:00,3.9,0,100,1550088000,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T21:00:00,1035.4,5.0,n,0.0,1032.6,,0.8,0,0.0,-38.57,170,0.0,0.0,2019-02-13T22:00:00,0.0,302.2,2019-02-13 21:00:00,3.5,0,96,1550091600,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T22:00:00,1035.4,0.5,n,0.0,1032.6,,0.8,0,0.0,-45.59,200,0.0,0.0,2019-02-13T23:00:00,0.0,319.5,2019-02-13 22:00:00,2.5,0,50,1550095200,c03n,803,Broken clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T23:00:00,1035.2,5.0,n,0.0,1032.4,,0.8,0,0.0,-50.27,210,0.0,0.0,2019-02-14T00:00:00,0.0,340.23,2019-02-13 23:00:00,1.8,0,100,1550098800,c04n,804,Overcast clouds,51.90113516666667,5.5386205,IJzendoorn,063750-99999,Europe/Amsterdam
91.0,4.0,2019-02-13T00:00:00,1035.4,0.5,n,0.0,1032.6,,1.0,0,0.0,-51.92,230,0.0,0.0,2019-02-13T01:00:00,0.0,3.4,2019-02-13 00:00:00,2.6,0,68,1550016000,c03n,803,Broken clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T01:00:00,1035.3,5.0,n,0.0,1032.5,,2.0,0,0.0,-49.52,220,0.0,0.0,2019-02-13T02:00:00,0.0,26.21,2019-02-13 01:00:00,2.9,0,79,1550019600,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T02:00:00,1035.4,0.5,n,0.0,1032.6,,0.8,0,0.0,-44.01,220,0.0,0.0,2019-02-13T03:00:00,0.0,46.0,2019-02-13 02:00:00,2.4,0,58,1550023200,c03n,803,Broken clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,4.0,2019-02-13T03:00:00,1035.2,0.5,n,0.0,1032.4,,0.8,0,0.0,-36.45,220,0.0,0.0,2019-02-13T04:00:00,0.0,62.39,2019-02-13 03:00:00,1.8,0,57,1550026800,c03n,803,Broken clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
90.0,4.0,2019-02-13T04:00:00,1035.1,0.5,n,0.0,1032.3,,0.0,0,0.0,-27.75,210,0.0,0.0,2019-02-13T05:00:00,0.0,76.23,2019-02-13 04:00:00,1.2,0,47,1550030400,c03n,803,Broken clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
91.0,4.0,2019-02-13T05:00:00,1034.9,1.0,n,0.0,1032.1,,0.0,0,0.0,-18.53,210,0.0,0.0,2019-02-13T06:00:00,0.0,88.54,2019-02-13 05:00:00,1.6,0,35,1550034000,c02n,802,Scattered clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
91.0,3.0,2019-02-13T06:00:00,1035.3,1.0,n,0.0,1032.5,,1.0,0,0.0,-9.26,230,0.0,0.0,2019-02-13T07:00:00,0.0,100.15,2019-02-13 06:00:00,2.7,0,39,1550037600,c02n,802,Scattered clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
92.0,4.0,2019-02-13T07:00:00,1035.5,1.5,n,0.014,1032.7,,2.0,0,0.0,-0.31,210,0.14,2.03,2019-02-13T08:00:00,0.42,111.71,2019-02-13 07:00:00,3.2,0,100,1550041200,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,3.67151,2019-02-13T08:00:00,1035.0,5.0,d,18.3065,1032.3,-72.0,2.0,0,0.7,7.92,200,96.35,47.31,2019-02-13T09:00:00,421.78,123.79,2019-02-13 08:00:00,3.0,0,100,1550044800,c04d,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,4.0,2019-02-13T09:00:00,1036.3,5.0,d,103.674,1033.5,,0.8,0,1.2,15.03,210,218.02,68.33,2019-02-13T10:00:00,607.01,136.79,2019-02-13 09:00:00,2.7,0,88,1550048400,c04d,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
80.0,3.0,2019-02-13T10:00:00,1036.2,5.0,d,163.581,1033.4,,0.8,0,1.4,20.53,210,318.02,80.45,2019-02-13T11:00:00,697.54,150.99,2019-02-13 10:00:00,3.7,0,88,1550052000,c04d,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
77.0,4.0,2019-02-13T11:00:00,1036.4,5.0,d,104.715,1033.6,,1.7,0,1.3,23.93,210,380.51,86.8,2019-02-13T12:00:00,740.79,166.32,2019-02-13 11:00:00,5.9,0,99,1550055600,c04d,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
74.0,3.0,2019-02-13T12:00:00,1036.3,0.5,d,369.416,1033.5,,3.0,0,2.7,24.87,230,397.67,88.42,2019-02-13T13:00:00,751.41,182.31,2019-02-13 12:00:00,6.2,0,50,1550059200,c03d,803,Broken clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
72.0,2.0,2019-02-13T13:00:00,1035.7,0.5,d,300.409,1032.9,,3.0,0,2.1,23.22,210,367.52,85.54,2019-02-13T14:00:00,732.42,198.19,2019-02-13 13:00:00,6.7,0,66,1550062800,c03d,803,Broken clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
72.0,3.0,2019-02-13T14:00:00,1035.3,5.0,d,73.4025,1032.6,,3.7,0,1.1,19.19,220,293.61,77.75,2019-02-13T15:00:00,678.3,213.24,2019-02-13 14:00:00,8.5,0,100,1550066400,c04d,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
72.0,3.0,2019-02-13T15:00:00,1035.5,5.0,d,46.4,1032.8,,3.7,0,0.9,13.21,200,185.6,63.65,2019-02-13T16:00:00,568.98,227.11,2019-02-13 15:00:00,8.4,0,100,1550070000,c04d,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
77.0,3.0,2019-02-13T16:00:00,1035.4,5.0,d,15.7425,1032.6,,3.7,0,0.7,5.75,190,62.97,38.82,2019-02-13T17:00:00,336.04,239.83,2019-02-13 16:00:00,7.2,0,100,1550073600,c04d,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
81.0,3.0,2019-02-13T17:00:00,1035.7,5.0,n,0.0,1032.9,,2.9,0,0.0,-2.72,190,0.0,0.0,2019-02-13T18:00:00,0.0,251.73,2019-02-13 17:00:00,5.0,0,100,1550077200,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
84.0,2.0,2019-02-13T18:00:00,1035.8,5.0,n,0.0,1033.0,,1.7,0,0.0,-11.78,180,0.0,0.0,2019-02-13T19:00:00,0.0,263.27,2019-02-13 18:00:00,4.7,0,100,1550080800,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,3.0,2019-02-13T19:00:00,1035.7,5.0,n,0.0,1032.9,,1.7,0,0.0,-21.05,180,0.0,0.0,2019-02-13T20:00:00,0.0,275.03,2019-02-13 19:00:00,4.8,0,100,1550084400,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T20:00:00,1035.5,5.0,n,0.0,1032.7,,0.8,0,0.0,-30.15,170,0.0,0.0,2019-02-13T21:00:00,0.0,287.71,2019-02-13 20:00:00,3.9,0,100,1550088000,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
85.0,2.0,2019-02-13T21:00:00,1035.4,5.0,n,0.0,1032.6,,0.8,0,0.0,-38.57,170,0.0,0.0,2019-02-13T22:00:00,0.0,302.2,2019-02-13 21:00:00,3.5,0,96,1550091600,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
87.0,3.0,2019-02-13T22:00:00,1035.4,0.5,n,0.0,1032.6,,0.8,0,0.0,-45.59,200,0.0,0.0,2019-02-13T23:00:00,0.0,319.5,2019-02-13 22:00:00,2.5,0,50,1550095200,c03n,803,Broken clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
86.0,3.0,2019-02-13T23:00:00,1035.2,5.0,n,0.0,1032.4,,0.8,0,0.0,-50.27,210,0.0,0.0,2019-02-14T00:00:00,0.0,340.23,2019-02-13 23:00:00,1.8,0,100,1550098800,c04n,804,Overcast clouds,51.9034965,5.542967833333333,IJzendoorn,063750-99999,Europe/Amsterdam
91.0,4.0,2019-02-13T00:00:00,1035.4,0.5,n,0.0,1032.6,,1.0,0,0.0,-51.92,230,0.0,0.0,2019-02-13T01:00:00,0.0,3.4,2019-02-13 00:00:00,2.6,0,68,1550016000,c03n,803,Broken clouds,51.89894833333334,5.538084666666666,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T01:00:00,1035.3,5.0,n,0.0,1032.5,,2.0,0,0.0,-49.52,220,0.0,0.0,2019-02-13T02:00:00,0.0,26.21,2019-02-13 01:00:00,2.9,0,79,1550019600,c04n,804,Overcast clouds,51.89894833333334,5.538084666666666,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,5.0,2019-02-13T02:00:00,1035.4,0.5,n,0.0,1032.6,,0.8,0,0.0,-44.01,220,0.0,0.0,2019-02-13T03:00:00,0.0,46.0,2019-02-13 02:00:00,2.4,0,58,1550023200,c03n,803,Broken clouds,51.89894833333334,5.538084666666666,IJzendoorn,063750-99999,Europe/Amsterdam
89.0,4.0,2019-02-13T03:00:00,1035.2,0.5,n,0.0,1032.4,,0.8,0,0.0,-36.45,220,0.0,0.0,2019-02-13T04:00:00,0.0,62.39,2019-02-13 03:00:00,1.8,0,57,1550026800,c03n,803,Broken clouds,51.89894833333334,5.538084666666666,IJzendoorn,063750-99999,Europe/Amsterdam
